item_qid,label_zh,label_kk,label_en,description_zh,description_kk,description_en
Q45747608,开普勒90i,,Kepler-90i,太陽系外行星,,extrasolar planet
Q111693063,李征,,,,,
Q909754,南比爾森縣,,Plzeň-South District,捷克县份,,district of the Czech Republic
Q852532,克羅梅日什縣,,Kroměříž District,,,district of the Czech Republic
Q14139608,芦柴坳村,,,,,village in China
Q1147572,盧巴丘夫縣,,Lubaczów County,,,powiat of Poland
Q936168,拉多姆縣,,Radom County,,,powiat of Poland
Q7365461,罗南·法罗,,Ronan Farrow,,,American journalist
Q56271848,我愛你，這是最好的安排,,,青春偶像电视剧,,television series
Q50374590,快视频,,,,,
Q16487132,委內瑞拉物資短缺,,shortages in Venezuela,,,shortages of basic goods and others commodities due to the economic crisis in Venezuela
Q3436944,帕卡河,,Paka,,,river in Slovenia
Q50399542,老圭山山脉,,,云南省东部的一条山脉,,
Q55716195,飯聚現場,,Banquet Scene Inverstigation,,,
Q950992,非洲频道,,Channel Africa,,,international broadcasting service by South Africa
Q5301756,麦克阿瑟撤离菲律宾,,Douglas MacArthur's escape from the Philippines,,,World War II escape
Q14147,罗地-恩道县,,Rote Ndao,,,"regency in East Nusa Tenggara Province, Indonesia"
Q51884745,鄭雙雙,,,,,
Q791056,阿維努爾梅鄉,,Avinurme Rural Municipality,爱沙尼亚原属东维鲁县已废置的市镇,,former municipality of Estonia
Q3130501,帕尤斯蒂,,Pajusti,爱沙尼亚西维鲁县温尼市镇内的小镇,,"township in Vinni Rural Municipality, Lääne-Viru County, Estonia"
Q211281,2001 (消歧义),,2001,维基媒体消歧义页,,Wikimedia disambiguation page
Q55708648,影作木结构,,,,,
Q1025174,韋里奧拉鄉,,Veriora Rural Municipality,爱沙尼亚珀尔瓦县已废置的市镇,,former municipality of Estonia
Q3457007,瓦利亞拉,,Valjala,爱沙尼亚萨雷县萨雷马市镇内的小镇,,"township in Saaremaa Rural Municipality, Saare County, Estonia"
Q790338,勒什諾夫,,Râșnov,罗马尼亚城镇,,"town in Brașov County, Romania"
Q276156,貝爾貝什蒂,,Berbești,,,"town in Vâlcea County, Romania"
Q166185,華沙聯盟協約,,Warsaw Confederation,,,1573 statute on religious freedom in the Polish-Lithuanian Commonwealth
Q2570596,穆斯特亞拉,,Mustjala,爱沙尼亚萨雷县萨雷马市镇内的村庄,,"village in Saaremaa Rural Municipality, Saare County, Estonia"
Q51102873,张本才,,Zhang Bencai,,,Chinese politician
Q55698386,第九届中国电影导演协会2017年度奖,,,,,
Q51102964,王强众,,,,,
Q19842189,爱因斯坦水槽,,Einstein's Sink,,,sink used by the Leiden University physics faculty since 1920
Q51103488,吾尔尼沙·卡得尔,,,中华人民共和国政治人物,,Chinese politician
Q51104193,支艳茹,,,,,Chinese politician
Q55698291,Thunderbolt Fantasy 東離劍遊紀2,,,,,
Q51105882,滕宝贵,,,,,Chinese politician
Q6481935,層壓織物,,laminated fabric,,,
Q762836,華沙工人進行曲,,Whirlwinds of Danger,革命歌曲,,Polish song
Q51123666,火车北站站,,,维基媒体消歧义页,,Wikimedia disambiguation page
Q51884851,马志山,,,,,
Q55698271,高堂芝,,,,,
Q1653326,IC 4651,IC 4651,IC 4651,,,open cluster in Ara
Q55698257,锦绣湖,,,,,
Q53320948,全漢志傳,,,,,
Q51346456,太平村站,,Taipingcun Station,,,station of Kunming Metro
Q55708424,青岛邮便局大和町所,,"Liaoning Road post office, Qingdao",,,
Q55698027,幕后玩家 (电影),,A or B,,,
Q51884912,阮玉璜,,,,,
Q2043366,外寇松地區,,Zakerzonia,,,
Q16425283,恩特雷加爾代鄉,,Întregalde,,,"commune in Alba County, Romania"
Q1188906,尼米賈鄉,,Nimigea,,,"commune in Bistrița-Năsăud County, Romania"
Q2288062,維沙尼鄉,,Vișani,,,"commune in Brăila County, Romania"
Q16425371,舒加格鄉,,Șugag,,,"commune in Alba County, Romania"
Q51846013,林有立,,,,,
Q996895,梅雷伊鄉,,Merei,,,"commune in Buzău County, Romania"
Q2621212,皮耶特羅阿塞萊鄉,,Pietroasele,,,"commune in Buzău County, Romania"
Q20113718,盗贼之海,,Sea of Thieves,,,2018 video game developed by Rare
Q55708249,中国科学院生物化学与细胞生物学研究所,,Center for Excellence in Molecular Cell Science,中國上海的設施,,"facility in Shanghai, China"
Q16426054,大蒂克瓦紐鄉,,Ticvaniu Mare,,,"commune in Caraș-Severin County, Romania"
Q45865176,未來的未來,,Mirai of the Future,日本動畫電影,,2018 film directed by Mamoru Hosoda
Q1866531,伯爾布萊楚鄉,,Bărbulețu,,,"commune in Dâmbovița County, Romania"
Q5064436,吉德法勒烏鄉,,Ghidfalău,,,"commune in Covasna County, Romania"
Q28530590,美國優先,,America First,第45任美国总统特朗普外交政治军事经济政策,,political catch phrase
Q2164302,安第斯狼,,Andean wolf,,,Species of mammals (cryptid)
Q2812721,比爾·泰瑞,,Bill Terry,,,American baseball player and manager
Q5298431,多蘿西·古德,,Uma Gonzalez,,,child accused of witchcraft in the Salem witch trials
Q12725053,波洛夫拉吉鄉,,Polovragi,,,"commune in Gorj County, Romania"
Q55708198,林超澤,,,,,
Q55708163,八百壯士衝突案,,,,,
Q4686025,AdvancED,,Cognia,,,pre-university accreditation organization in the U.S.
Q1267629,斑肩姬地鸠,,Bar-shouldered Dove,,,species of bird
Q1029133,蓋拉里鄉,,Ghelari,,,"commune in Hunedoara County, Romania"
Q1394003,Transition飞车,,Terrafugia Transition,,,flying car
Q5069737,普羅博塔鄉,,Probota,,,"commune in Iași County, Romania"
Q52640364,2018年夏威夷地震,,2018 Hawaii earthquake,發生於美國夏威夷州近海的地震,,6.9-magnitude earthquake in Hawaii
Q7974555,沃特夫利特兵工厂,,Watervliet Arsenal,,,"US Army installation in Watervliet, New York"
Q55708105,张异宾,,Yibing Zhang,,,Chinese philosopher
Q278571,法兰克福犹太博物馆,,Jewish Museum Frankfurt,,,museum in Germany
Q745748,奧斯陸猶太會堂,,Oslo Synagogue,,,"Jüdisches Gotteshaus in Oslo, Norwegen"
Q27064328,凸变英雄,,To Be Hero,,,Japanese-Chinese animated television series
Q17048700,触宝输入法,,TouchPal,,,alternative input method for mobile devices
Q55715919,胡玉禄,,,,,
Q55708013,專案經理雜誌,,,,,
Q2293126,兰道问题,,Landau's problems,,,four basic unsolved problems about prime numbers: Goldbach’s conjecture; twin prime conjecture; Legendre’s conjecture; whether there are infinitely many primes of the form 𝑛²+1
Q203004,多瑙橋,,Danube Bridge,,,road–rail bridge over the Danube river
Q513643,喬羅格爾拉鄉,,Ciorogârla,,,"commune in Ilfov County, Romania"
Q55697149,张籽沐,,Annabelle Zhang,,,Chinese actress
Q884982,法兹勒·奥马尔清真寺,,Fazle Omar Mosque,,,a mosque in Hamburg
Q33635,希瑪·馬連尼,Хема Малини,Hema Malini,,,"Indian actress, dancer, and politician"
Q55697123,北京杜莎夫人蜡像馆,,Madame Tussauds Beijing,,,Beijing branch of Madame Tussauds wax museum
Q429399,高地運動會,,Highland games,,,Scottish games
Q7801059,田氏角石,,Tienoceras,,,genus of molluscs
Q161751,雅各帐篷会堂,,Ohel Jakob synagogue,,,architectural structure
Q1334053,卜采萊姆,,B'Tselem,非营利组织,,Jerusalem-based human rights organization
Q2292729,奧普塔希-默古拉鄉,,Optași-Măgura,,,"commune in Olt County, Romania"
Q645016,1977年蘇聯憲法,1977 жылғы КСРО Конституциясы,1977 Soviet Constitution,苏联宪法版本,,supreme law of the Soviet Union
Q4751448,阿南塔·辛格,,Ananta Singh,,,Bengali revolutionary
Q50874765,柯斯塔斯·阿德托昆博,,Kostas Antetokounmpo,希臘籃球運動員,,Greek basketball player
Q16427336,格爾博烏鄉,,Gârbou,,,"commune in Sălaj County, Romania"
Q7365794,罗尼·巴伦,,Ronnie Barron,,,American musician (1943-1997)
Q55696830,昆仑归,,Kun Lun Gui,,,Chinese television series
Q5055628,新奧拉舒鄉,,Orașu Nou,,,"commune in Satu Mare County, Romania"
Q5397761,伊莎·古普塔,,Esha Gupta,印度女演員,,Indian actress
Q782993,敦布勒韋什蒂鄉,,Dumbrăvești,,,"commune in Prahova County, Romania"
Q2625031,女人就是女人,,A Woman Is a Woman,1961年法国电影,,1961 film by Jean-Luc Godard
Q55696914,金鑽璽,,Le Diamant,,,
Q13641543,乔治五世国中,,SMK King George V,马来西亚国民中学,,"national secondary school in Seremban, Negeri Sembilan, Malaysia"
Q7958694,瓦貝里區,,Waberi District,,,"district in Banadir, Somalia"
Q7204414,短棒角石,,Plectronoceras,,,genus of molluscs
Q54858811,中华人民共和国英雄烈士保护法,,Heroes and Martyrs Protection Law of the People's Republic of China,2018年中国法律,,law of China
Q6829589,孔茂功,,Michael Bruce Curry,,,Presiding Bishop of The Episcopal Church
Q16427563,蘇切維察鄉,,Sucevița,,,"commune in Suceava County, Romania"
Q12725244,瓦杜摩爾多瓦鄉,,Vadu Moldovei,,,"commune in Suceava County, Romania"
Q11649495,铃鹿御前,,Suzuka Gozen,,,figure from Japanese folklore
Q54151651,楊智傑,,Yang Chih-Chieh,臺灣男子羽球運動員,,Taiwanese badminton player
Q3345724,博格拉沙达尔乌帕齐拉,,Bogura Sadar Upazila,,,Subdivision of Bogura district of Bangladesh
Q16427621,德拉恰鄉,,Dracea,,,"commune in Teleorman County, Romania"
Q17033224,三大革命展示館,,Three Revolution Exhibition,,,"museum in Pyongyang dedicated to the “ideological, technical, and cultural revolution” in North Korea"
Q16427637,莫什泰尼鄉,,Moșteni,,,"commune in Teleorman County, Romania"
Q55696616,阮思再,,,,,
Q5062149,賈爾馬塔鄉,,Giarmata,,,"commune in Timiș County, Romania"
Q7824431,上层男孩,,Top Boy,,,British television drama series
Q28661939,孟美岐,,Meng Mei Qi,女子演唱组合宇宙少女、火箭少女101成员，中国女歌手、演员,,Chinese singer
Q6674893,盧荷渠,,Loo Hor-Kuay,,,Taiwanese basketball player
Q1340247,威廉·湯普遜,,William Thompson,,,philosopher and political writer from Ireland (1775-1833)
Q5352349,艾勒瓦克區,,El Wak District,,,"district in Gedo, Somalia"
Q55696589,萤草,,,,,Wikimedia disambiguation page
Q13863009,公主岭市鹿场,,,,,
Q55696187,刘尔崧,,,,,
Q15844912,玉磨铁路,,Yuxi–Mohan Railway,,,railway line in People's Republic of China
Q42623244,魔兽世界：争霸艾泽拉斯,,World of Warcraft: Battle for Azeroth,,,expansion set for World of Warcraft
Q577901,盧肯博,,Luquembo,,,municipality of Angola
Q485104,大學修學能力試驗,,College Scholastic Ability Test,韓國全國性學業水平測試,,South Korean standardized test
Q291729,科科洛-本戈,,Ícolo e Bengo,,,city and municipality of Angola
Q47470061,萧颖达,,,,,
Q55696129,陳文璠,,,,,
Q54978443,人民日报英文客户端,,People’s Daily English app,,,news app
Q11540368,森邦宏,,Kunihiro Mori,,,Japanese anime director
Q55696057,波士糖仔,,,,,
Q1476105,豐田自動織機,,Toyota Industries,日本公司,,Japanese machine maker
Q14935713,希慎隧道,,Heysen Tunnels,,,"tunnels in South Australia, Australia"
Q55695707,黑素斯,,Jesuso Trapero,,,
Q55726576,2019年東亞足球錦標賽,,2019 EAFF E-1 Football Championship,,,international football competition
Q3223764,阿各·飛七,,Argus Filch,《哈利波特》系列小說的霍格華茲管理員,,caretaker of Hogwarts
Q55695658,跟我回家 (微電影),,,,,
Q55707674,屏14線,,,,,
Q55347059,藏經洞基督像,,Mogao Christian painting,莫高窟藏經洞所出九世紀景教基督像絹畫,,9th-century Christian painting found in the Mogao Caves
Q30935952,我的居酒屋日記,,Chotto Ippai!,日本漫畫,,Japanese manga series
Q55392201,2018年多倫多國際影展,,2018 Toronto International Film Festival,,,2018 film festival
Q16210354,卡拉·吉,,Cara Gee,,,Canadian actress (born 1983)
Q27830919,金贤 (足球运动员),,Jin Xian,,,Chinese association football player
Q55694665,望德堂 (上海),,,,,
Q55695195,銀魂2：規矩是為了被打破而存在的,,Gintama 2,日本動作喜劇片,,2018 film directed by Yūichi Fukuda
Q12685032,曾敏兴,,Chen Man Hin,,,Malaysian politician
Q468667,苏珊·格拉斯佩尔,,Susan Glaspell,,,American writer (1876-1948)
Q460747,安东尼奥·帕奇诺蒂,,Antonio Pacinotti,,,Italian physicist (1841-1912)
Q113725,布鲁诺·陶舍克,,Bruno Touschek,,,Austrian physicist
Q144314,賽蒂,,Zaide,莫扎特作品,,unfinished opera by Wolfgang Amadeus Mozart
Q55695021,趙成 (消歧義),,,,,Wikimedia disambiguation page
Q55707446,数理地理,,,,,
Q8072990,茲拉特科·達利奇,Златко Далич,Zlatko Dalić,前克羅地亞國家隊職業足球運動員,,Croatian association football player and manager
Q1614054,波兰国家女子排球队,,Poland women's national volleyball team,,,women's national volleyball team representing Poland
Q55694324,一身孤注擲溫柔,,Love in a Fallen City,,,2019 Chinese television series
Q55694326,丁绪贤,,Xuxian Ding,中国化学家（1885－1978）,,
Q55694123,杨国亭,,,,,
Q12689905,马来西亚通讯及多媒体部,,Ministry of Communications and Multimedia,,,Malaysian ministry
Q55694022,司隸 (南涼),,,,,
Q2783088,70017号月球玄武岩,,Lunar basalt 70017,,,Moon rock
Q31545131,米格爾·安杜哈爾,,Miguel Andújar,,,Dominican professional baseball third baseman
Q4388398,伊薩貝利亞山脈,,Cordillera Isabelia,,,Mountain range in Nicaragua
Q48835677,2019年南美自由盃,Либертадорес кубогы 2019,2019 Copa Libertadores,,,international football competition
Q2676828,柳州地王国际财富中心,,Diwang International Fortune Center,,,"building in Liuzhou, China"
Q4832765,阿齐祖尔·哈克,Әзизул Хақ,Azizul Haque,,,Islamic studies scholar
Q11428690,鹽屋賢一,,Ken'ichi Shioya,,,businessman and guide dog trainer (1921-2010)
Q4413567,硒化钡,,barium selenide,化合物,,chemical compound
Q56278248,何君惠,,,,,
Q1052,彩虹,кемпірқосақ,rainbow,光学现象,,"meteorological phenomenon caused by reflection, refraction and dispersion of light in water droplets"
Q6631591,美国国家象征,,national symbols of the United States,维基媒体列表条目,,Wikimedia list article
Q516261,諾瓦瑟爾省,,Nouaceur Province,摩洛哥省份,,province of Marocco
Q11742692,康拉德·克拉耶夫斯基,,Konrad Krajewski,,,Roman Catholic cardinal
Q56272747,佳里青龍宮,,Jiali Qinglong Temple,,,
Q11630460,親中華民國,,Pro-Republic of Chinese,俗称民国派,,
Q56260491,吳幾康,,,,,
Q56272835,新疆教育电视台,,Xinjiang Education Television,,,
Q4332791,溴氧化铋,,bismuth bromide oxide,化合物,,chemical compound
Q3045304,物体识别,,object detection,,,computer technology related to computer vision and image processing
Q56272912,內官監,,,,,
Q4202109,葡萄牙人列表,,list of Portuguese people,维基媒体列表条目,,Wikimedia list article
Q56219578,王简嘉禾,,Wang Jianjiahe,中国女子游泳运动员,,Chinese swimmer
Q2794347,墨西哥人列表,,list of Mexicans,维基媒体列表条目,,Wikimedia list article
Q2591444,泰羅德·泰勒,,Tyrod Taylor,,,American football player (born 1989)
Q315325,魯斯·梅耶,,Russ Meyer,导演,,American film director and photographer (1922–2004)
Q4857906,波多黎各律師公會,,Bar Association of Puerto Rico,,,Professional association in Puerto Rico
Q908166,羅伊·J·布朗克,,Roy J. Plunkett,,,American chemist
Q7125934,巴基斯坦裔緬甸人,,Pakistanis in Burma,,,Burmese nationals and visitors whose ancestry can be traced to Pakistan
Q60989184,全國藝術電影放映聯盟,,,,,
Q181483,傑克·列羅伊·威爾森,,Jackie Wilson,,,American singer (1934–1984)
Q14459761,水山村,,,,,village in China
Q6163482,傑森·席爾瓦,,Jason Silva,,,Venezuelan television personality
Q39049904,追殺夏娃,,Killing Eve,英國間諜驚悚電視劇集,,British spy thriller television series (2018–2022)
Q1344502,欧文·拉铁摩尔,,Owen Lattimore,美国中亚学者,,American scholar of Central Asia (1900-1989)
Q13819495,张家港市畜禽良种场,,,,,
Q56534575,宜蘭市市長,,Mayor of Yilan City,臺灣宜蘭市行政首長,,"head of government of Yilan City, Taiwan"
Q60989638,集体发明物,,Collective Invention,,,
Q56590365,車敏來,,Che Minlai,,,"person, CBDB ID = 366895"
Q3494063,迪布朗,,Dublanc,,,human settlement in Dominica
Q56648802,梁庭瑜,,Liang Ting-Yu,臺灣女子羽球運動員,,Taiwanese badminton player
Q24943843,阿富汗捲餅,,Afghani burger,,,Afghan food
Q733414,埃尔伯夫,Ельбеф,Elbeuf,法国滨海塞纳省市镇,,"commune in Seine-Maritime, France"
Q11374280,京川舞,,Mai Kyokawa,,,Japanese association football player
Q1261935,納比沙伊卜山,,Jabal an Nabi Shu'ayb,,,mountain
Q2101124,棕褐海鳚鯛,,Halidesmus scapularis,,,species of fish
Q60990444,毋忘九一八国耻纪念碑,,,,,
Q60990139,余昇,,Yu Sheng,,,"person, CBDB ID = 374897"
Q13815830,阳澄湖生态休闲旅游度假区,,Yangcheng Lake Ecological Leisure Tourism Resort Area,,,
Q1836972,松里澤 (阿拉斯加州),,Sunrise,,,"census-designated place in Alaska, United States"
Q60990911,梁勝權,,Leung Sing-Kuen,,,Hong Kong director
Q80096,赫伯斯普林斯,,Heber Springs,,,"city in Arkansas, USA"
Q60991234,白婆帝,,,,,
Q556543,热拉尔·穆鲁,,Gérard Mourou,法国物理学家,,"French physicist, winner of Nobel Prize in Physics 2018"
Q60991265,哲陈部,,,,,
Q6119926,雅可比2NT,,Jacoby 2NT,,,
Q60991322,魏辅文,,Fuwen Wei,中国生物学家,,Chinese biologist
Q312501,亨利·皮雷纳,,Henri Pirenne,,,Belgian historian (1862-1935)
Q621234,Apple DOS,,Apple DOS,,,family of disk operating systems
Q55638261,佐賀偶像是傳奇,,Zombie Land Saga,日本電視動畫,,Japanese anime television series
Q182278,石點 (亞利桑那州),,Rock Point,,,"census designated place in Apache County, Arizona, United States"
Q46024923,阿瑪斯龍屬,,Almas ukhaa,,,species of reptile (fossil)
